16659781209875, -0.102386, -0.083252, 9.827209  
16659801015784, -0.078461, -0.052139, 9.769791  
16659820821692, -0.111954, -0.083252, 9.762604  
16659840658118, -0.164597, -0.183746, 9.889420  
16659860464026, -0.183746, -0.231613, 9.552032  
16659880269934, -0.135880, -0.147858, 9.834396  
16659900106360, -0.073669, -0.054535, 9.805679  
16659919912268, -0.102386, -0.044968, 9.714752  
16659939718176, -0.159821, -0.131104, 9.855927  
16659959554602, -0.178955, -0.205292, 9.707565  
16659979360510, -0.162201, -0.186142, 9.719543  
16659999196936, -0.090424, -0.088043, 9.805679  
16660019033362, -0.083237, -0.068893, 9.714752  
16660038839270, -0.145462, -0.121536, 9.836792  
16660058675696, -0.183746, -0.190933, 9.791321  
16660078481604, -0.152634, -0.188538, 9.657318  
16660098287512, -0.088028, -0.071289, 9.803284  
16660118123938, -0.083237, -0.044968, 9.724319  
16660137929846, -0.157425, -0.138290, 9.829605  
16660157728590, -0.186142, -0.214859, 9.796112  
16660177565016, -0.157425, -0.207672, 9.652542  
16660197370924, -0.078461, -0.066498, 9.798492  
16660217207350, -0.080856, -0.040176, 9.712357  
16660237013258, -0.159821, -0.097610, 9.834396  
16660256819167, -0.195709, -0.195709, 9.788925  
16660276655592, -0.166992, -0.205292, 9.662109  
16660296492018, -0.073669, -0.092819, 9.793716  
16660316297926, -0.066498, -0.073685, 9.709961  
16660336134352, -0.135880, -0.121536, 9.832001  
16660355940260, -0.186142, -0.181351, 9.796112  
16660375746168, -0.166992, -0.181351, 9.642960  
16660395582594, -0.102386, -0.056931, 9.808075  
16660415388502, -0.092819, -0.068893, 9.719543  
16660435224928, -0.145462, -0.155029, 9.820038  
16660455030836, -0.181351, -0.231613, 9.774567  
16660474836745, -0.145462, -0.195709, 9.666901  
16660494673170, -0.080856, -0.037781, 9.798492  
16660514479079, -0.090424, -0.013855, 9.714752  
16660534284987, -0.152634, -0.095215, 9.827209  
16660554121413, -0.190918, -0.210068, 9.812851  
16660573957838, -0.155029, -0.248352, 9.619034  
16660593763747, -0.092819, -0.109573, 9.788925  
16660613600172, -0.083237, -0.052139, 9.743469  
16660633406081, -0.140671, -0.066498, 9.796112  
16660653211989, -0.178955, -0.155029, 9.855927  
16660673048415, -0.169388, -0.205292, 9.540070  
16660692854323, -0.116745, -0.109573, 9.829605  
16660712690749, -0.071274, -0.080856, 9.776962  
16660732496657, -0.121521, -0.104782, 9.753036  
16660752302565, -0.178955, -0.178970, 9.875076  
16660772138991, -0.178955, -0.210068, 9.544861  
16660791944899, -0.131104, -0.107178, 9.815247  
16660811750807, -0.083237, -0.040176, 9.812851  
16660831587233, -0.090424, -0.066498, 9.724319  
16660851423659, -0.162201, -0.162216, 9.860718  
16660871260085, -0.193314, -0.238785, 9.674072  
16660891065993, -0.150238, -0.186142, 9.748245  
16660910871901, -0.088028, -0.049759, 9.812851  
16660930708327, -0.099991, -0.033005, 9.714752  
16660950514235, -0.157425, -0.133499, 9.855927  
16660970320143, -0.178955, -0.222031, 9.688431  
16660990156569, -0.135880, -0.183746, 9.726715  
16661009962477, -0.083237, -0.064102, 9.817642  
16661029768385, -0.107178, -0.064102, 9.721924  
16661049604811, -0.164597, -0.128708, 9.839172  
16661069410719, -0.188522, -0.190933, 9.764999  
16661089247145, -0.152634, -0.162216, 9.678864  
16661109053053, -0.073669, -0.073685, 9.803284  
16661128858961, -0.068893, -0.071289, 9.724319  
16661148695387, -0.145462, -0.138290, 9.829605  
16661168531813, -0.190918, -0.200500, 9.824814  
16661188337721, -0.174164, -0.198105, 9.630997  
16661208174147, -0.116745, -0.078461, 9.798492  
16661227980055, -0.088028, -0.049759, 9.755432  
16661247785963, -0.116745, -0.080856, 9.805679  
16661267622389, -0.157425, -0.186142, 9.863113  
16661287428297, -0.178955, -0.245956, 9.547256  
16661307234206, -0.121521, -0.126328, 9.841568  
16661327070631, -0.083237, -0.061722, 9.769791  
16661346876540, -0.123917, -0.078461, 9.776962  
16661366712965, -0.178955, -0.155029, 9.870285  
16661386518874, -0.166992, -0.205292, 9.513748  
16661406324782, -0.109558, -0.107178, 9.848755  
16661426161208, -0.078461, -0.047363, 9.800888  
16661445997633, -0.133499, -0.085648, 9.750641  
16661465803542, -0.178955, -0.176575, 9.894211  
16661485639967, -0.190918, -0.233994, 9.563995  
16661505445876, -0.119141, -0.147858, 9.810471  
16661525251784, -0.061707, -0.052139, 9.803284  
16661545088210, -0.073669, -0.056931, 9.719543  
16661564894118, -0.171783, -0.157425, 9.882248  
16661584730543, -0.205276, -0.222031, 9.623825  
16661604536452, -0.162201, -0.167007, 9.788925  
16661624342360, -0.085632, -0.049759, 9.817642  
16661644178786, -0.090424, -0.066498, 9.717148  
16661663984694, -0.135880, -0.133499, 9.867889  
16661683790602, -0.164597, -0.207672, 9.700394  
16661703627028, -0.150238, -0.174179, 9.741074  
16661723463454, -0.104782, -0.064102, 9.832001  
16661743269362, -0.109558, -0.068893, 9.741074  
16661763105788, -0.157425, -0.152649, 9.867889  
